C1,C2,C5,C8,C10,C11,C12,C16,C17,C20,C23,C25,C29,C30,C32,C36,C44,N2,N3,N4,N5,N7,N11,N12,N13,N14,N15,N16,N20,N21,N22,N24,N25,N27,N30,N31,SalePrice
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,TA,No,Fa,N,TA,Unf,AdjLand,8160,5,6,1940,0,756,756,378,0,1134,1,3,1,7,1940,1,0,0,0,126000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,TA,Y,TA,Unf,Normal,8712,5,7,1957,0,992,1306,0,0,1306,1,2,1,5,1968,1,0,0,0,153000
50,RL,IR1,FR2,0mes,Feedr,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,TA,Unf,Normal,12513,4,4,1920,0,715,1281,457,0,1738,0,4,1,7,1920,1,55,0,0,104900
70,RL,Reg,Inside,ClearCr,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,Ex,Y,TA,Unf,Normal,24090,7,7,1940,0,1032,1207,1196,0,2403,0,4,1,10,1940,1,56,0,0,244400
80,RL,IR1,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,RFn,Normal,9967,7,5,2000,0,384,774,656,0,1430,0,3,1,8,2000,2,100,0,0,170000
60,RL,Reg,Corner,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Fin,Normal,9364,6,7,1969,143,663,663,689,0,1352,0,4,1,7,1969,1,379,0,0,158000
85,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,Plywood,TA,Gd,Gd,TA,Y,Gd,RFn,Family,10625,7,6,1974,81,1053,1173,0,0,1173,1,3,1,6,1974,2,0,0,0,170000
20,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,10655,8,5,2003,296,3206,1629,0,0,1629,1,3,1,7,2003,3,0,0,0,284000
60,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,7153,6,5,1992,0,761,810,793,0,1603,0,3,1,7,1992,2,0,0,0,175900
80,RL,Reg,FR2,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,Av,TA,Y,TA,Unf,Normal,10500,5,7,1971,82,372,576,533,0,1109,0,3,1,5,1971,1,35,0,0,139000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,BrkFace,Gd,TA,No,Ex,Y,Ex,Fin,Normal,11160,7,5,1968,0,2110,2110,0,0,2110,1,3,1,8,1968,2,0,0,0,244000
45,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,Gd,Unf,Normal,9600,5,7,1949,0,845,893,0,0,893,0,2,1,4,1985,2,0,0,0,135000
20,RL,IR1,CulDSac,0mes,Norm,Norm,CompShg,Plywood,TA,TA,Mn,Ex,Y,TA,RFn,Normal,11000,5,6,1966,200,1154,1154,0,0,1154,0,3,1,6,1966,2,0,0,0,154000
50,RM,Reg,Corner,OldTown,Norm,Norm,CompShg,BrkFace,Gd,Gd,No,Ex,Y,TA,Unf,Normal,10440,6,7,1920,0,1510,1584,1208,0,2792,0,5,1,8,1920,2,0,0,480,256000
50,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,3950,6,8,1926,0,818,818,406,0,1224,0,3,1,5,1926,1,0,0,0,115000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Ex,Gd,Ex,Y,Gd,RFn,Partial,9965,8,5,2006,340,1466,1466,1362,0,2828,1,4,1,11,2006,3,125,0,0,424870
50,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,BrkFace,TA,TA,No,Gd,Y,TA,Unf,Abnorml,6120,7,5,1931,0,952,1022,752,0,1774,0,2,2,8,1931,2,90,0,0,129900
85,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,Av,TA,Y,Gd,Unf,Normal,11782,5,7,1961,0,1109,1155,0,0,1155,1,3,1,6,1987,2,192,0,0,148000
60,RL,IR1,Inside,Veenker,Norm,Norm,CompShg,Wd Sdng,Gd,TA,Gd,TA,Y,Gd,RFn,Normal,17542,7,7,1974,0,1192,1516,651,0,2167,1,3,1,9,1974,2,220,0,0,294000
40,RL,Reg,Inside,ClearCr,Norm,Norm,WdShake,Plywood,Gd,Gd,Gd,TA,Y,Gd,Fin,Normal,23595,7,6,1979,0,1332,1332,192,0,1524,2,0,1,4,1979,2,268,0,0,260000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Gd,Y,Gd,Unf,Normal,8923,5,7,1953,0,1008,1008,0,0,1008,1,2,1,6,1953,1,0,0,0,134500
70,RL,IR1,Inside,Crawfor,Norm,Norm,CompShg,MetalSd,TA,Ex,No,Fa,Y,TA,Fin,Normal,11526,6,7,1922,0,588,1423,748,384,2555,0,3,1,11,1993,2,431,0,0,191000
50,RM,Reg,Corner,OldTown,Norm,Norm,CompShg,VinylSd,Gd,Fa,No,Gd,N,TA,Unf,Normal,5790,3,6,1915,0,840,840,765,0,1605,0,3,2,8,1915,1,0,0,0,107400
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,Av,Gd,Y,TA,Fin,Normal,9750,5,5,1967,0,980,980,0,0,980,0,3,1,6,1967,1,68,0,0,135500
50,RM,Reg,Corner,BrkSide,Feedr,Norm,CompShg,CemntBd,TA,TA,No,Ex,Y,TA,Unf,Normal,5000,6,7,1947,0,1004,1004,660,0,1664,0,3,1,7,1950,2,0,0,0,159000
190,RL,IR1,Corner,Timber,Norm,Norm,CompShg,Plywood,TA,TA,Gd,Ex,Y,TA,Fin,Normal,164660,5,6,1965,0,1499,1619,167,0,1786,2,3,1,7,1965,2,670,0,0,228950
90,RL,IR1,Corner,0mes,Norm,Norm,CompShg,MetalSd,TA,Gd,Gd,TA,Y,TA,Unf,Normal,7032,5,5,1979,0,943,943,0,0,943,1,2,1,4,1979,2,42,0,0,135960
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,8320,7,5,2004,0,770,770,812,0,1582,0,3,1,6,2004,2,0,0,0,185900
50,C (all),IR1,Corner,IDOTRR,Feedr,Feedr,CompShg,Plywood,Fa,TA,No,TA,N,Fa,No,Abnorml,8470,3,2,1915,0,1013,1013,0,513,1526,0,2,1,6,0,0,0,0,0,85000
30,RL,Reg,Corner,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Abnorml,5400,5,6,1921,0,1073,1073,0,0,1073,0,2,1,4,1968,1,0,0,0,108480
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,Fa,N,TA,Unf,Family,9906,4,4,1925,0,686,810,518,0,1328,0,3,1,8,1940,1,0,0,0,107000
120,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,TA,Unf,Normal,7892,6,5,1979,0,918,918,0,0,918,0,2,1,5,1979,1,28,0,0,99500
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,WdShing,TA,TA,No,TA,Y,TA,Unf,Normal,10197,6,5,1961,491,1362,1362,0,0,1362,1,3,1,6,1961,2,0,0,0,163000
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Fin,Normal,11883,7,5,1996,196,1504,1504,0,0,1504,1,3,1,6,1996,2,115,0,0,203000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Partial,8846,6,5,2005,0,750,750,750,0,1500,0,3,1,6,2005,2,0,0,0,173900
80,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,Plywood,TA,Gd,Av,TA,Y,TA,Unf,Normal,14115,7,5,1980,225,1372,1472,0,0,1472,1,3,1,6,1980,2,233,0,0,187500
20,RL,IR1,Inside,NWAmes,PosN,Norm,CompShg,BrkFace,TA,TA,No,Gd,Y,Gd,RFn,Normal,9156,6,7,1968,0,1489,1489,0,0,1489,0,3,1,7,1968,2,0,0,0,185750
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Plywood,TA,TA,No,Gd,Y,Gd,RFn,Normal,7930,6,8,1969,0,1026,1026,0,0,1026,1,3,1,5,1969,2,171,0,0,156000
60,RL,IR1,FR2,Gilbert,Norm,Norm,CompShg,VinylSd,TA,Gd,Av,Gd,Y,TA,Fin,Normal,11207,6,5,1997,0,802,802,709,0,1511,1,3,1,8,1997,2,95,0,0,185000
20,RL,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Ex,Av,Ex,Y,Gd,RFn,Normal,10084,8,5,2004,186,1686,1694,0,0,1694,1,3,1,7,2004,2,255,0,0,307000
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,Fin,Normal,9066,8,5,1999,320,1004,1004,848,0,1852,0,3,1,7,1999,3,224,0,0,230000
45,RL,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,No,Normal,5500,4,6,1956,0,882,882,0,0,882,0,1,1,4,0,0,0,0,0,103200
20,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,TA,Unf,Normal,11235,4,5,1963,51,1051,1382,0,0,1382,0,3,1,6,1974,2,0,0,0,148000
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,HdBoard,TA,Gd,No,TA,Y,TA,Unf,Normal,7990,5,6,1975,0,924,924,0,0,924,0,3,1,5,1981,1,0,0,0,110000
20,RL,IR1,Inside,ClearCr,Norm,Norm,CompShg,Wd Sdng,TA,TA,Av,Fa,Y,TA,Unf,Normal,36500,5,5,1964,621,1624,1582,0,0,1582,0,4,1,7,1964,2,168,0,0,190000
50,RL,IR1,FR2,Crawfor,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,Unf,Normal,7681,5,6,1921,0,731,820,523,0,1343,0,3,1,7,1921,1,192,0,0,154900
60,RL,IR1,Inside,NWAmes,RRAn,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,Gd,RFn,Normal,16692,7,5,1978,184,1392,1392,1392,0,2784,1,5,1,12,1978,2,0,0,440,250000
60,RL,IR1,Inside,Edwards,PosN,PosN,CompShg,CemntBd,Ex,Ex,Gd,Ex,Y,Ex,Fin,Partial,40094,10,5,2007,762,3138,3138,1538,0,4676,1,3,1,11,2007,3,208,0,0,184750
60,RL,IR1,CulDSac,NWAmes,Norm,Norm,CompShg,Plywood,TA,Gd,No,Gd,Y,TA,Fin,Normal,20544,7,6,1986,123,791,1236,857,0,2093,0,3,1,7,1986,2,364,0,0,215000
60,RL,Reg,Inside,NoRidge,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,9452,8,5,1997,423,1396,1407,985,0,2392,1,3,1,7,1997,3,0,0,0,348000
160,FV,Reg,Corner,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Unf,Abnorml,3604,7,5,2007,0,689,703,689,0,1392,0,2,1,5,2007,2,0,0,0,146000
20,RL,Reg,FR2,Somerst,Feedr,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Partial,11932,8,5,2007,186,1580,1580,0,0,1580,0,3,1,7,2008,3,0,0,0,235128
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,BrkFace,TA,TA,No,TA,Y,TA,Unf,Abnorml,7560,5,6,1958,0,1029,1339,0,0,1339,0,3,1,6,1958,1,0,0,0,139000
30,RL,Reg,Inside,SWISU,Norm,Norm,CompShg,Wd Sdng,TA,Gd,Mn,TA,N,TA,Unf,Normal,6292,6,5,1930,0,768,790,0,0,790,0,2,1,4,1925,1,0,0,0,91000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,9250,5,7,1954,0,1056,1056,0,0,1056,0,3,1,6,1954,1,390,0,0,139400
20,RL,IR1,Inside,Timber,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Partial,10656,8,5,2006,274,1638,1646,0,0,1646,0,3,1,6,2007,3,192,0,0,248900
20,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,CemntBd,Ex,Ex,Av,Ex,Y,Gd,Unf,Partial,11694,9,5,2007,452,1822,1828,0,0,1828,0,3,1,9,2007,3,0,0,260,314813
80,RL,IR1,Corner,Timber,Norm,Norm,CompShg,VinylSd,Gd,Ex,Av,Ex,Y,Gd,Fin,Normal,9590,7,5,2003,442,868,1146,0,0,1146,1,3,1,6,2003,2,160,0,0,187500
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,9100,7,5,2004,0,1860,1836,0,0,1836,0,3,1,8,2004,2,120,0,0,216837
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,2368,5,6,1970,312,765,765,600,0,1365,0,3,1,7,1970,2,0,0,0,125000
90,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,TA,Unf,Family,11070,7,5,1988,70,1907,1959,0,0,1959,0,5,2,9,1989,3,0,0,0,171000
50,C (all),Reg,Inside,IDOTRR,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,Unf,Normal,11040,4,6,1920,0,637,897,439,0,1336,0,3,1,7,1994,1,0,0,0,108000
120,RM,Reg,FR2,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Ex,No,Ex,Y,TA,Fin,Normal,4500,6,5,1999,425,1224,1224,0,0,1224,1,2,1,5,1999,2,0,0,0,165000
50,RH,IR2,Inside,SWISU,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Abnorml,4500,5,5,1932,0,793,848,672,0,1520,0,3,1,6,1968,1,0,0,0,159434
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,Gd,Y,Gd,Unf,Normal,9717,5,6,1950,0,1078,1078,0,0,1078,1,2,1,5,1950,1,366,0,0,142125
60,RL,Reg,Inside,Gilbert,Norm,Norm,CompShg,HdBoard,TA,Gd,No,Gd,Y,TA,Fin,Normal,8125,6,5,1994,0,702,702,779,0,1481,0,3,1,6,1994,2,0,0,0,174000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,TA,Fin,Normal,7800,5,6,1954,200,1268,1268,0,0,1268,0,2,1,7,1954,1,0,0,0,132000
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,AsbShng,TA,TA,Av,Gd,Y,Gd,RFn,Normal,9600,6,6,1955,0,992,1661,0,0,1661,1,3,1,8,1955,1,0,0,178,165500
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,BrkFace,TA,TA,Gd,Gd,Y,Gd,RFn,Normal,9350,5,8,1965,0,1219,1265,0,0,1265,0,3,1,6,1965,2,0,96,0,179900
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,RFn,Normal,11600,6,5,1960,175,1383,1383,0,0,1383,0,3,1,7,1960,1,0,0,0,145250
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,9000,8,5,2006,0,1088,1088,871,0,1959,0,3,1,8,2006,3,208,0,0,270000
20,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,MetalSd,Gd,Ex,Mn,Ex,Y,Gd,Fin,Normal,11362,8,5,2004,42,1836,1836,0,0,1836,1,3,1,7,2004,3,125,0,0,280000
50,RL,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,Fa,No,Gd,Y,Gd,Unf,Normal,10800,5,8,1936,0,796,1096,370,0,1466,0,3,1,7,1950,2,436,0,0,170000
30,RL,IR1,Inside,Edwards,Norm,Norm,CompShg,Wd Sdng,TA,TA,Mn,Ex,Y,TA,No,Normal,9098,4,7,1920,0,528,605,0,0,605,1,2,1,5,0,0,0,0,0,86000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,Gd,No,TA,Y,TA,Unf,Normal,13300,5,7,1956,0,928,928,0,0,928,0,2,1,4,1956,1,261,0,0,132000
160,FV,Reg,Corner,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Partial,3951,6,5,2009,76,612,612,612,0,1224,0,2,1,4,2009,2,0,0,0,164500
30,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Stucco,TA,Fa,No,TA,Y,TA,Unf,Alloca,5925,4,7,1937,435,907,1131,0,0,1131,0,2,1,7,1995,2,0,0,0,89471
20,RL,Reg,Corner,NWAmes,Norm,Norm,CompShg,Wd Sdng,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,14145,7,7,1984,0,1208,1621,0,0,1621,1,3,1,8,1984,2,108,0,0,202500
70,RM,IR1,Corner,OldTown,Norm,Norm,CompShg,Stucco,Gd,TA,No,TA,N,Gd,Unf,Normal,11700,7,7,1880,0,1240,1320,1320,0,2640,0,4,1,8,1950,4,181,0,0,265979
70,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,Stucco,TA,Gd,No,TA,Y,TA,RFn,Normal,7200,7,6,1931,0,776,851,651,0,1502,0,3,1,6,1931,1,0,0,0,149000
20,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,No,Normal,7500,7,5,2004,120,1080,1080,0,0,1080,1,3,1,6,0,0,0,0,0,141000
60,RL,IR2,Corner,Timber,Norm,Norm,CompShg,MetalSd,TA,Gd,No,Ex,Y,TA,Fin,Normal,11170,7,5,1990,0,1216,1298,1216,0,2514,0,4,1,8,1990,2,0,0,0,250000
30,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,Fa,Unf,Normal,6000,4,4,1920,0,960,960,0,0,960,0,2,1,5,1997,1,0,0,0,108500
20,RL,IR1,CulDSac,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,Gd,TA,Y,TA,RFn,Normal,16321,5,6,1957,0,1484,1600,0,0,1600,1,2,1,6,1957,1,288,0,0,207500
190,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,AsbShng,TA,Fa,No,Gd,N,Fa,Unf,Normal,9142,6,8,1910,0,1020,908,1020,0,1928,0,4,2,9,1910,1,0,0,0,137000
70,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,TA,Unf,Normal,10690,5,7,1920,0,672,672,672,0,1344,0,3,1,6,1964,1,0,0,0,147000
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,Unf,Normal,10800,7,8,1890,0,718,1576,978,0,2554,0,3,1,8,1996,2,0,0,0,159500
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,RFn,Family,7000,5,7,1960,45,1010,1134,0,0,1134,0,2,1,6,1960,1,0,0,0,135000
75,RM,Reg,Corner,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,No,Abnorml,5520,6,6,1912,0,755,929,929,371,2229,0,5,1,8,0,0,0,0,0,104000
75,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,Gd,Mn,Fa,N,TA,Unf,Normal,10800,7,7,1914,0,880,880,888,0,1768,0,2,1,6,1914,2,0,0,0,163000
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,Mn,TA,Y,Fa,Unf,Normal,9900,6,4,1880,0,1008,1178,1032,0,2210,0,5,1,8,1930,1,0,0,0,117500
60,RL,IR1,Inside,Gilbert,Norm,Norm,CompShg,MetalSd,TA,Gd,No,Gd,Y,TA,Fin,Normal,10364,6,5,1995,0,806,806,766,0,1572,0,3,1,7,1995,2,0,0,0,168000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,Mn,TA,Y,TA,Unf,Abnorml,7350,5,7,1951,0,952,952,0,0,952,1,2,1,4,1988,2,0,0,0,139000
120,RM,Reg,FR2,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Ex,No,Ex,Y,TA,Unf,Normal,4500,6,5,1998,116,1216,1216,0,0,1216,1,2,1,5,1998,2,0,0,0,164000
60,FV,Reg,Corner,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,12552,7,5,2004,0,991,991,956,0,1947,0,3,1,8,2004,2,0,0,0,254900
60,RL,IR1,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,7795,7,5,2004,0,716,716,716,0,1432,1,3,1,6,2004,2,100,0,0,188500
60,FV,IR1,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,8791,6,5,2003,0,864,864,864,0,1728,0,3,1,7,2003,2,216,0,0,207500
60,RL,IR1,Corner,NWAmes,PosN,Norm,CompShg,HdBoard,TA,Gd,Mn,Ex,Y,TA,RFn,Normal,10382,7,6,1973,240,1107,1107,983,0,2090,1,3,1,7,1973,2,235,0,0,200000
50,RL,Reg,Inside,0mes,Norm,Norm,CompShg,AsbShng,TA,TA,No,TA,N,TA,No,Abnorml,10800,4,4,1949,0,720,720,472,0,1192,0,4,1,6,0,0,0,0,0,135000
60,RL,IR2,Corner,ClearCr,Feedr,Norm,CompShg,HdBoard,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,53107,6,5,1992,0,1580,1079,874,0,1953,1,3,1,9,1992,2,216,0,0,240000
50,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,MetalSd,Gd,TA,No,Ex,Y,Gd,Unf,Normal,13650,5,5,1958,0,1052,1252,668,0,1920,1,4,1,8,1958,2,0,0,0,172500
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Fin,Normal,3196,8,5,2003,40,1273,1456,0,0,1456,0,2,1,7,2003,2,143,0,0,215000
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,Ex,Unf,Normal,9600,7,7,1925,0,728,832,809,0,1641,0,3,1,6,1925,2,0,0,0,178000
120,RM,Reg,Inside,MeadowV,Norm,Norm,CompShg,CemntBd,TA,Gd,No,TA,Y,TA,Fin,Normal,4224,5,5,1976,0,1142,1142,0,0,1142,1,3,1,6,1976,2,536,0,0,134000
60,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,HdBoard,Gd,TA,No,Gd,Y,TA,Unf,Normal,11700,6,6,1968,365,702,1041,702,0,1743,0,3,1,7,1968,2,224,0,0,175000
20,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Fa,Y,TA,Unf,Normal,9600,7,6,1973,320,1242,1242,0,0,1242,0,3,1,6,1973,2,0,0,0,175500
120,RH,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,Gd,Av,Ex,Y,TA,Fin,Normal,4058,7,5,1998,182,723,767,0,0,767,1,1,1,4,1998,1,120,0,0,133000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,Wd Sdng,TA,Fa,No,Gd,Y,TA,RFn,Normal,13560,6,3,1968,216,1392,1392,0,0,1392,1,2,1,5,1968,2,0,0,0,110000
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,N,TA,Unf,Normal,3600,6,7,1910,0,684,684,684,0,1368,0,3,1,7,1930,1,0,0,0,114504
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,TA,Unf,Abnorml,7677,5,5,1953,0,773,773,0,0,773,0,2,1,4,1953,1,0,0,0,110000
160,RM,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,2522,7,5,2004,50,970,970,739,0,1709,0,3,1,7,2004,2,0,0,0,137500
60,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Ex,Ex,Av,Ex,Y,Ex,Fin,Partial,14948,9,5,2008,268,1452,1476,1237,0,2713,1,3,1,11,2008,3,126,0,0,446261
120,RL,Reg,Inside,NPkVill,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,TA,RFn,Normal,4043,6,5,1977,0,1069,1069,0,0,1069,0,2,1,4,1977,2,0,0,165,127500
60,RL,IR1,Corner,Gilbert,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Partial,19378,7,5,2005,456,1392,1392,1070,0,2462,1,4,1,9,2006,2,239,168,0,320000
50,RL,IR1,CulDSac,Timber,Norm,Norm,CompShg,HdBoard,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,13758,7,5,1990,117,1156,1187,530,0,1717,0,3,1,7,1990,2,168,0,0,187500
85,RL,IR1,CulDSac,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Gd,Av,Ex,Y,TA,RFn,Normal,7540,6,6,1978,0,888,912,0,0,912,1,2,1,5,1978,2,0,0,192,156000
20,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,VinylSd,Gd,TA,No,Ex,Y,Gd,Unf,Normal,6600,5,9,1982,0,816,816,0,0,816,0,3,1,5,1982,1,0,0,0,130500
50,RL,Reg,Corner,OldTown,Artery,Norm,CompShg,MetalSd,TA,Fa,No,Gd,Y,TA,Unf,Normal,7000,6,6,1924,0,617,865,445,0,1310,0,2,1,6,1924,1,0,0,0,112000
190,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,Plywood,TA,TA,Mn,Ex,Y,TA,Unf,Normal,11625,5,4,1965,0,1039,1039,0,0,1039,1,3,1,6,1965,2,0,0,0,131500
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,11404,7,5,1998,202,1153,1153,878,0,2031,0,3,1,8,1998,2,192,0,0,222500
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Ex,Av,Ex,Y,Ex,Fin,Partial,9965,7,5,2007,220,1264,1282,1414,0,2696,1,4,1,10,2007,3,120,0,168,383970
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,Gd,Unf,Normal,10440,5,8,1904,0,650,958,581,0,1539,0,3,1,8,1983,2,70,0,0,157500
50,RM,IR1,Inside,IDOTRR,Artery,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,Fa,No,Normal,7920,6,7,1920,0,319,1035,371,0,1406,0,3,1,6,0,0,0,0,0,89500
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,10152,5,5,1956,120,1048,1048,0,0,1048,1,3,1,6,1956,1,0,0,192,135000
